address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
"500 BLOCK S 27TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,10,5,,,,,,3,,,
"500 BLOCK SHADY AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,8,2,Shadyside,8,7,42003070600,2,4,11-Mar,40.45424454,-79.92191344
"500 BLOCK SHERWOOD AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2017,12,2,Sheraden,2,20,42003562500,5,6,16-Jan,40.4557429,-80.05296125
"500 BLOCK S MATHILDA ST PITTSBURGH, PA 15224",2,0,1,0,1,0,2016,10,3,Bloomfield,7,8,42003080200,2,5,1-Mar,40.45994397,-79.94761628
"500 BLOCK SMITHFIELD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,9,5,Central Business District,6,2,42003020100,6,2,4-Jan,40.44034004,-79.99811947
"500 BLOCK SMITHFIELD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,9,2,Central Business District,6,2,42003020100,6,2,4-Jan,40.44034004,-79.99811947
"500 BLOCK STADIUM ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2015,5,1,Sheraden,2,20,42003562500,5,6,16-Jan,40.459915,-80.05741965
"500 BLOCK SUISMON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,6,2,East Allegheny,1,23,42003563200,1,1,6-Jan,40.45509003,-80.00109066
"500 BLOCK TERRACE DR MCKEES ROCKS, PA 15136",2,0,2,0,0,0,2018,2,3,,,,42003464400,,OSC,,40.46992423,-80.06402839
"500 BLOCK WILLIAM PENN PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,4,1,,,,,,2,,,
"500 BLOCK WILLIAM PENN PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,7,1,,,,,,2,,,
"500 BLOCK WILLIAM PENN PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2020,1,2,,,,,,2,,,
"500 BLOCK WILLIAM PENN PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,9,4,,,,,,2,,,
"500 BLOCK WILLIAM PENN PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,4,4,,,,,,2,,,
"500 BLOCK WILLIAM PENN PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,12,1,,,,,,2,,,
"500 BLOCK W PROSPECT AVE PITTSBURGH, PA 15205",2,0,2,0,0,0,2018,6,1,Fairywood,2,28,42003563000,5,6,16-Jan,40.44761603,-80.08123948
"500 BLOCK W PROSPECT AVE PITTSBURGH, PA 15205",2,0,2,0,0,0,2019,2,4,Fairywood,2,28,42003563000,5,6,16-Jan,40.44761603,-80.08123948
"5100 BLOCK BLAIR ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2020,4,3,Hazelwood,5,15,42003562900,3,4,13-Feb,40.40653767,-79.946458
"5100 BLOCK BLAIR ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,2,1,Hazelwood,5,15,42003562900,3,4,13-Feb,40.40653767,-79.946458
"5100 BLOCK BROAD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,2,4,Garfield,9,10,42003101700,2,5,4-Mar,40.46645984,-79.94249346
"5100 BLOCK BUTLER ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2019,8,6,Upper Lawrenceville,7,10,42003101100,2,2,5-Mar,40.47837327,-79.95543682
"5100 BLOCK CHAPLAIN WAY PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,1,5,,,,,,4,,,
"5100 BLOCK COLUMBO ST PITTSBURGH, PA 15224",2,0,1,1,0,0,2015,3,1,Garfield,9,10,42003101600,2,5,4-Mar,40.47028097,-79.94026909
"5100 BLOCK COLUMBO ST PITTSBURGH, PA 15224",2,0,1,1,0,0,2018,8,5,Garfield,9,10,42003101600,2,5,4-Mar,40.47028097,-79.94026909
"5100 BLOCK GLOSTER ST PITTSBURGH, PA 15207",2,0,0,2,0,0,2015,1,3,Hazelwood,5,15,42003562900,3,4,13-Feb,40.40681316,-79.94429282
"5100 BLOCK HILLCREST ST PITTSBURGH, PA 15224",1,0,0,1,0,0,2018,11,5,Garfield,9,10,42003101700,2,5,4-Mar,40.46850562,-79.94188218
"5100 BLOCK KENT WAY PITTSBURGH, PA 15201",1,0,1,0,0,0,2020,9,5,Upper Lawrenceville,7,10,42003981000,2,2,5-Mar,40.47739267,-79.95344913
"5100 BLOCK KINCAID ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,7,1,Garfield,9,10,42003101700,2,5,4-Mar,40.46720353,-79.9423191
"5100 BLOCK PENN AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2018,2,4,Bloomfield,7,8,42003080900,2,5,6-Mar,40.4647828,-79.94273724
"5200 BLOCK BAUM BLVD PITTSBURGH, PA 15224",1,0,1,0,0,0,2017,12,5,Bloomfield,7,8,42003080400,2,5,1-Mar,40.45559284,-79.94156103
"5200 BLOCK CENTRE AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2016,11,3,Shadyside,8,7,42003070900,2,4,1-Mar,40.45452323,-79.94092261
"5200 BLOCK CENTRE AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2016,11,2,Shadyside,8,7,42003070900,2,4,1-Mar,40.45452323,-79.94092261
"5200 BLOCK DEARBORN ST PITTSBURGH, PA 15224",1,0,0,1,0,0,2015,4,6,Garfield,9,10,42003101700,2,5,4-Mar,40.46521464,-79.93956925
"5200 BLOCK DEARBORN ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,5,2,Garfield,9,10,42003101700,2,5,4-Mar,40.46521464,-79.93956925
"5200 BLOCK DRESDEN WAY PITTSBURGH, PA 15201",2,0,2,0,0,0,2015,1,1,Upper Lawrenceville,7,10,42003101100,2,2,5-Mar,40.4801469,-79.95401361
"5200 BLOCK KEYSTONE ST PITTSBURGH, PA 15201",2,0,2,0,0,0,2017,11,4,Upper Lawrenceville,7,10,42003101100,2,2,5-Mar,40.47941212,-79.95265724
"5200 BLOCK KINCAID ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,5,4,Garfield,9,10,42003101700,2,5,4-Mar,40.46667753,-79.93945749
"5200 BLOCK LOTUS WAY PITTSBURGH, PA 15201",1,0,1,0,0,0,2019,3,3,Upper Lawrenceville,7,10,42003101100,2,2,5-Mar,40.47854342,-79.95173796
"5200 BLOCK LOUGEAN AVE PITTSBURGH, PA 15207",4,0,1,0,2,1,2017,7,2,,,,,,4,,,
"5200 BLOCK PENN AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2017,4,6,Bloomfield,7,8,42003080900,2,5,23-Mar,40.46422429,-79.93937548
"5200 BLOCK ROSECREST PL PITTSBURGH, PA 15201",2,0,0,1,1,0,2018,11,3,,,,,,5,,,
"5300 BLOCK 2ND AVE PITTSBURGH, PA 15207",1,0,0,1,0,0,2019,7,2,Hazelwood,5,15,42003562300,3,4,13-Feb,40.40455882,-79.94254573
"5300 BLOCK BAUM BLVD PITTSBURGH, PA 15224",1,0,1,0,0,0,2017,12,0,,,,,,5,,,
"5300 BLOCK BAUM BLVD PITTSBURGH, PA 15224",1,0,0,1,0,0,2020,2,6,,,,,,5,,,
"5300 BLOCK BROAD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,5,5,Garfield,9,10,42003101700,2,5,4-Mar,40.46587069,-79.9382302
"5300 BLOCK BROWN WAY PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,5,4,Garfield,9,10,42003101700,2,5,4-Mar,40.46697396,-79.93792587
"5300 BLOCK CENTRE AVE PITTSBURGH, PA 15224",2,0,0,1,1,0,2016,10,3,,,,,,4,,,
"5300 BLOCK CORNWALL ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,9,3,Garfield,9,10,42003101600,2,5,4-Mar,40.47010564,-79.93766445
"5300 BLOCK KEYSTONE ST PITTSBURGH, PA 15201",1,1,0,0,0,0,2017,1,3,Upper Lawrenceville,7,10,42003101100,2,2,5-Mar,40.48105803,-79.95067857
"5300 BLOCK KINCAID ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2020,9,4,,,,,,5,,,
"5300 BLOCK MOSSFIELD ST PITTSBURGH, PA 15224",1,0,0,1,0,0,2016,8,0,Garfield,9,9,42003101600,2,2,4-Mar,40.47266226,-79.93581142
"5300 BLOCK N AIKEN CT PITTSBURGH, PA 15224",1,0,0,1,0,0,2016,7,5,,,,,,5,,,
"5300 BLOCK PENN AVE PITTSBURGH, PA 15224",1,0,0,1,0,0,2020,8,4,Bloomfield,7,8,42003080900,2,5,23-Mar,40.46438306,-79.93844576
"5300 BLOCK PENN AVE PITTSBURGH, PA 15224",1,0,0,1,0,0,2017,1,2,Bloomfield,7,8,42003080900,2,5,23-Mar,40.46438306,-79.93844576
"5300 BLOCK WATERFORD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2018,4,1,Garfield,9,10,42003101700,2,5,4-Mar,40.46535948,-79.93752939
"5400 BLOCK 2ND AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,8,6,Hazelwood,5,15,42003562300,3,4,13-Feb,40.4025864,-79.94195447
"5400 BLOCK 2ND AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2020,4,3,Hazelwood,5,15,42003562300,3,4,13-Feb,40.4025864,-79.94195447
"5400 BLOCK BROAD ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,8,3,Garfield,9,11,42003111400,2,5,4-Mar,40.4654201,-79.93580716
"5400 BLOCK BUTLER ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2015,5,2,Upper Lawrenceville,7,10,42003101100,2,2,5-Mar,40.4828225,-79.95095265
"5400 BLOCK CAMELIA ST PITTSBURGH, PA 15201",1,0,0,1,0,0,2019,9,3,Stanton Heights,7,10,42003101800,2,5,5-Mar,40.47938959,-79.94642197
"5400 BLOCK HILLCREST ST PITTSBURGH, PA 15206",4,0,4,0,0,0,2017,7,2,,,,,,5,,,
"5400 BLOCK HOWE ST PITTSBURGH, PA 15232",4,1,0,0,3,0,2018,2,3,Shadyside,8,7,42003070300,2,4,22-Mar,40.44976694,-79.93470362
"5400 BLOCK MOSSFIELD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,4,6,,,,,,5,,,
"5400 BLOCK PANAMA WAY PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,7,4,,,,,,5,,,
"5400 BLOCK WARBLE ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,11,5,,,,,,5,,,
"5400 BLOCK WATERFORD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,2,5,Garfield,9,10,42003101700,2,5,4-Mar,40.46530661,-79.93692851
"54TH ST & HARRISON ST PITTSBURGH, PA 15201",3,0,1,1,0,1,2016,7,3,Upper Lawrenceville,7,10,42003101100,2,2,5-Mar,40.48340424,-79.95188793
"5500 BLOCK AVONDALE PL PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,6,0,Highland Park,7,11,42003110200,2,5,9-Mar,40.47416921,-79.92827419
"5500 BLOCK AVONDALE PL PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,3,2,Highland Park,7,11,42003110200,2,5,9-Mar,40.47416921,-79.92827419
"5500 BLOCK BAYWOOD ST PITTSBURGH, PA 15206",5,0,2,0,2,1,2017,5,2,East Liberty,9,11,42003111300,2,5,8-Mar,40.47143626,-79.92891893
"5500 BLOCK BLACK ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,2,2,Garfield,9,11,42003111400,2,5,4-Mar,40.46939565,-79.92988079
"5500 BLOCK BLACK ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2016,9,3,Garfield,9,11,42003111400,2,5,4-Mar,40.46939565,-79.92988079
"5500 BLOCK CAMELIA ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2018,5,3,Stanton Heights,7,10,42003101800,2,5,5-Mar,40.48027237,-79.94562579
"5500 BLOCK CELADINE ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2018,2,4,Upper Lawrenceville,7,10,42003101800,2,2,5-Mar,40.48080114,-79.94633034
"5500 BLOCK ELLSWORTH AVE PITTSBURGH, PA 15232",1,0,0,1,0,0,2019,11,3,Shadyside,8,7,42003070300,2,4,22-Mar,40.45363835,-79.93486729
"5500 BLOCK FAIR OAKS ST PITTSBURGH, PA 15217",1,0,0,0,0,1,2018,11,5,Squirrel Hill North,8,14,42003140200,3,4,8-Feb,40.44530905,-79.92990245
"5500 BLOCK GATE LODGE WAY PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,12,0,Hazelwood,5,15,42003562300,3,4,13-Feb,40.40211214,-79.9401335
"5500 BLOCK HILLCREST ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2020,3,1,,,,,,5,,,
"5500 BLOCK HOWE ST PITTSBURGH, PA 15232",1,0,1,0,0,0,2015,6,0,Shadyside,8,7,42003070300,2,4,22-Mar,40.45022723,-79.93317873
"5500 BLOCK MARGARETTA ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,7,4,Garfield,9,11,42003111400,2,5,8-Mar,40.46837876,-79.93016357
"5500 BLOCK MARGARETTA ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,2,4,Garfield,9,11,42003111400,2,5,8-Mar,40.46837876,-79.93016357
"5500 BLOCK MARGARETTA ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,7,5,Garfield,9,11,42003111400,2,5,8-Mar,40.46837876,-79.93016357
"5500 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,9,6,Friendship,9,8,42003080700,2,5,23-Mar,40.46395888,-79.93238749
"5500 BLOCK STANTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,9,3,East Liberty,7,11,42003111300,2,5,9-Mar,40.47230597,-79.92832528
"5500 BLOCK WILKINS AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2019,5,0,Squirrel Hill North,8,14,42003140100,3,4,8-Feb,40.44518347,-79.9302171
"5600 BLOCK 2ND AVE PITTSBURGH, PA 15207",4,0,3,0,1,0,2018,12,1,Hazelwood,5,15,42003562300,3,4,13-Feb,40.40080341,-79.93906602
"5600 BLOCK BROAD ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,4,4,,,,,,5,,,
"5600 BLOCK CENTRE AVE PITTSBURGH, PA 15232",2,0,0,2,0,0,2019,4,3,,,,,,5,,,
"5600 BLOCK PENN AVE PITTSBURGH, PA 15206",3,1,0,2,0,0,2016,12,4,East Liberty,9,8,42003111500,2,5,23-Mar,40.46301991,-79.93027821
"5600 BLOCK RURAL ST PITTSBURGH, PA 15206",1,0,0,0,0,1,2017,5,6,East Liberty,9,11,42003111500,2,5,8-Mar,40.4656099,-79.92937759
"5600 BLOCK RURAL ST PITTSBURGH, PA 15206",1,0,0,0,0,1,2017,5,1,East Liberty,9,11,42003111500,2,5,8-Mar,40.4656099,-79.92937759
"5600 BLOCK SECOND AVE PITTSBURGH, PA 15207",1,0,0,0,1,0,2015,6,2,Hazelwood,5,15,42003562300,3,4,13-Feb,40.40080341,-79.93906602
"5700 BLOCK BRYANT ST PITTSBURGH, PA 15206",5,0,5,0,0,0,2018,4,1,Highland Park,7,11,42003110200,2,5,9-Mar,40.4759853,-79.92114133
"5700 BLOCK BRYANT ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,10,5,Highland Park,7,11,42003110200,2,5,9-Mar,40.4759853,-79.92114133
"5700 BLOCK E LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,6,2,East Liberty,9,11,42003111500,2,5,8-Mar,40.46677927,-79.92623123
"5700 BLOCK ELMER ST PITTSBURGH, PA 15232",1,0,1,0,0,0,2019,11,4,,,,,,4,,,
"5700 BLOCK WELLESLEY AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2020,3,5,Highland Park,7,11,42003110200,2,5,9-Mar,40.47346606,-79.92331677
"5800 BLOCK BRYANT ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,7,6,Highland Park,7,11,42003110200,2,5,9-Mar,40.4760964,-79.92072551
"5800 BLOCK EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,8,0,East Liberty,9,11,42003111300,2,5,8-Mar,40.46677408,-79.92524352
"5800 BLOCK EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,4,1,East Liberty,9,11,42003111300,2,5,8-Mar,40.46677408,-79.92524352
"5800 BLOCK ELLSWORTH AVE PITTSBURGH, PA 15232",1,0,0,0,0,1,2018,7,6,Shadyside,8,7,42003070500,2,4,11-Mar,40.45585757,-79.93043785
"5800 BLOCK FORBES AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2015,10,1,Squirrel Hill South,5,14,42003140800,3,4,18-Feb,40.43791099,-79.92280713
"5800 BLOCK HOLDEN ST PITTSBURGH, PA 15232",1,0,1,0,0,0,2018,8,1,,,,,,4,,,
"5900 BLOCK CENTRE AVE PITTSBURGH, PA 15232",1,0,0,1,0,0,2018,10,2,,,,,,4,,,
"5900 BLOCK DEVEREAUX LN PITTSBURGH, PA 15232",1,1,0,0,0,0,2019,11,5,,,,,,4,,,
"5900 BLOCK FORBES AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2020,5,5,,,,,,4,,,
"5900 BLOCK NICHOLSON ST PITTSBURGH, PA 15217",2,0,1,1,0,0,2019,6,6,Squirrel Hill South,5,14,42003140800,3,4,21-Feb,40.4313326,-79.92037637
"5900 BLOCK NORTHUMBERLAND ST PITTSBURGH, PA 15217",3,0,1,2,0,0,2015,10,2,Squirrel Hill North,8,14,42003140300,3,4,18-Feb,40.44182039,-79.91986825
"5900 BLOCK NORTHUMBERLAND ST PITTSBURGH, PA 15217",1,0,1,0,0,0,2018,9,2,Squirrel Hill North,8,14,42003140300,3,4,18-Feb,40.44182039,-79.91986825
"5900 BLOCK STANTON AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2017,1,0,East Liberty,9,11,42003111300,2,5,9-Mar,40.46977522,-79.92193909
"5900 BLOCK STATION ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,8,3,East Liberty,9,11,42003111300,2,5,9-Mar,40.46977522,-79.92193909
"5TH AVE & DARRAGH ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,12,1,Central Oakland,3,4,42003040200,3,4,14-Feb,40.44055453,-79.96016835
"5TH AVE & DENNISTON ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,1,1,Shadyside,8,14,42003140400,3,4,17-Feb,40.45303519,-79.91969573
"5TH AVE & DIAMOND ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2016,1,4,Central Business District,6,2,42003020100,6,2,4-Feb,40.43887705,-79.99243732
"5TH AVE & DINWIDDIE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,10,3,Bluff,6,1,42003010300,3,2,1-Feb,40.43836751,-79.9807785
"5TH AVE & FORMOSA WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,12,4,Larimer,9,12,42003120700,2,5,17-Mar,40.45770112,-79.90876522
"5TH AVE & FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,3,3,Larimer,9,12,42003120800,2,5,17-Mar,40.45868181,-79.90804351
"5TH AVE & FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,3,3,Larimer,9,12,42003120800,2,5,17-Mar,40.45868181,-79.90804351
"5TH AVE & GRAEME ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,7,2,Central Business District,6,1,42003020100,6,2,3-Jan,40.44153782,-80.00249706
"5TH AVE & KIRKPATRICK ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2020,5,2,Bluff,6,4,42003040200,3,2,1-Feb,40.4377608,-79.97282808
"5TH AVE & LIBERTY AVE PITTSBURGH, PA 15222",1,0,0,1,0,0,2017,11,5,Central Business District,6,2,42003020100,6,2,3-Jan,40.44169648,-80.00270361
"5TH AVE & MC PHERSON BLVD PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,2,3,Larimer,9,14,42003120800,2,5,14-Mar,40.4557706,-79.91054025
"5TH AVE & ROBINSON ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,7,5,West Oakland,6,4,42003040200,3,4,10-Feb,40.43775186,-79.96536109
"5TH AVE & SENECA ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2020,5,1,Bluff,6,1,42003010300,3,4,1-Feb,40.43815492,-79.97589032
"5TH AVE & S NEGLEY AVE PITTSBURGH, PA 15232",1,0,0,1,0,0,2015,11,0,Shadyside,8,14,42003070300,3,4,17-Feb,40.44983505,-79.92964957
"5TH AVE & STEVENSON ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,7,5,Central Business District,6,3,42003020100,3,2,4-Feb,40.43861523,-79.98646569
"5TH AVE & STEVENSON ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,5,5,Central Business District,6,3,42003020100,3,2,4-Feb,40.43861523,-79.98646569
"5TH AVE & WASHINGTON PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,2,6,Bluff,6,3,42003020100,6,2,4-Feb,40.43881466,-79.99094743
"5TH AVE & WOOD ST PITTSBURGH, PA 15222",1,0,0,1,0,0,2018,5,5,Central Business District,6,2,42003020100,6,2,3-Jan,40.44074746,-80.00039431
"5TH AVE & WYANDOTTE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,12,3,Crawford-Roberts,6,5,42003030500,3,2,1-Feb,40.43824036,-79.97761982
"6000 BLOCK CENTRE AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,4,0,Shadyside,8,7,42003070800,2,4,11-Mar,40.45976215,-79.92481096
"6000 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,11,3,East Liberty,9,8,42003111500,2,5,8-Mar,40.46118894,-79.92471042
"6000 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,4,6,East Liberty,9,8,42003111500,2,5,8-Mar,40.46118894,-79.92471042
"6000 BLOCK STANTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,3,4,,,,,,5,,,
"600 BLOCK BAUSMAN ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,7,0,,,,,,3,,,
"600 BLOCK BELINDA ST PITTSBURGH, PA 15219",1,0,0,0,1,0,2017,10,3,Middle Hill,6,5,42003050100,3,2,5-Feb,40.44614681,-79.97638674
"600 BLOCK BERKSHIRE AVE PITTSBURGH, PA 15226",1,0,0,0,0,1,2017,4,2,Brookline,4,19,42003191800,5,6,26-Apr,40.3947492,-80.02305546
"600 BLOCK BRUSHTON AVE PITTSBURGH, PA 15208",4,0,1,0,1,2,2017,3,4,Homewood South,9,13,42003130400,2,5,17-Mar,40.45275719,-79.88917297
"600 BLOCK CALERA ST PITTSBURGH, PA 15207",1,0,0,1,0,0,2020,8,2,Hays,5,31,42003562900,3,4,20-Apr,40.38030564,-79.93448669
"600 BLOCK CERES WAY PITTSBURGH, PA 15210",1,0,0,1,0,0,2018,9,0,Allentown,3,18,42003180300,5,3,5-Apr,40.42322759,-79.99742453
"600 BLOCK CHAUNCEY ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,4,4,Middle Hill,6,5,42003050100,3,2,5-Feb,40.44744418,-79.97334247
"600 BLOCK CHAUTAUQUA ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,6,6,Perry South,6,25,42003261400,1,1,12-Jan,40.46460108,-80.01674654
"600 BLOCK CHAUTAUQUA ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,6,5,Perry South,6,25,42003261400,1,1,12-Jan,40.46460108,-80.01674654
"600 BLOCK CHISLETT ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2018,1,1,East Liberty,9,11,42003111300,2,5,8-Mar,40.4699973,-79.92993691
"600 BLOCK CLIMAX ST PITTSBURGH, PA 15210",4,0,4,0,0,0,2018,4,2,Allentown,3,18,42003180300,5,3,21-Apr,40.41992014,-79.99730879
"600 BLOCK COMMONWEALTH PL PITTSBURGH, PA 15219",2,1,1,0,0,0,2020,8,0,Central Business District,6,2,42003020100,6,2,3-Jan,40.44174089,-80.00640882
"600 BLOCK DANBURY ST PITTSBURGH, PA 15214",2,0,1,1,0,0,2019,9,3,,,,,,1,,,
"600 BLOCK EAST END AVE PITTSBURGH, PA 15221",1,0,0,1,0,0,2016,7,6,Regent Square,9,14,42003141000,3,4,16-Feb,40.43956763,-79.89667844
"600 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,11,2,East Allegheny,1,23,42003563200,1,1,6-Jan,40.45397779,-79.99897807
"600 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,12,3,South Side Flats,3,17,42003170200,3,3,2-Apr,40.42859831,-79.99355915
"600 BLOCK ELMBANK ST PITTSBURGH, PA 15226",5,0,2,0,3,0,2016,8,4,Brookline,4,19,42003191700,5,6,26-Apr,40.39959233,-80.01607804
"600 BLOCK GENERAL ROBINSON STW PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,5,0,,,,,,1,,,
"600 BLOCK HAZELWOOD AVE PITTSBURGH, PA 15207",1,0,0,1,0,0,2017,7,1,Hazelwood,5,15,42003562300,3,4,12-Feb,40.41789433,-79.93656129
"600 BLOCK HILLSBORO ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2018,3,6,,,,,,6,,,
"600 BLOCK HILLSBORO ST PITTSBURGH, PA 15204",2,0,2,0,0,0,2015,2,5,,,,,,6,,,
"600 BLOCK HILLSBORO ST PITTSBURGH, PA 15204",1,0,0,1,0,0,2018,6,6,,,,,,6,,,
"600 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,10,6,Glen Hazel,5,15,42003562300,3,4,13-Feb,40.40487387,-79.93495595
"600 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",2,0,2,0,0,0,2017,10,3,Glen Hazel,5,15,42003562300,3,4,13-Feb,40.40487387,-79.93495595
"600 BLOCK KIRTLAND ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,0,Point Breeze,9,14,42003140600,3,4,14-Mar,40.44564214,-79.90778323
"600 BLOCK LEONORA ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2016,5,5,Larimer,9,12,42003120400,2,5,12-Mar,40.46730839,-79.91290063
"600 BLOCK MANTON WAY PITTSBURGH, PA 15210",1,0,0,0,0,1,2016,7,5,Allentown,3,18,42003180300,5,3,21-Apr,40.42121143,-79.99735683
"600 BLOCK MERCER ST PITTSBURGH, PA 15145",1,0,0,0,1,0,2017,10,3,,,,42003509400,,OSC,,40.40996577,-79.81684827
"600 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,9,6,Northview Heights,1,26,42003260900,1,1,13-Jan,40.47680089,-79.99944739
"600 BLOCK N BEATTY ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,2,5,East Liberty,9,11,42003111300,2,5,8-Mar,40.46742737,-79.92361186
"600 BLOCK N BRADDOCK AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,9,2,Homewood South,9,13,42003130400,2,5,17-Mar,40.45319681,-79.89109126
"600 BLOCK N BRADDOCK AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,9,5,Homewood South,9,13,42003130400,2,5,17-Mar,40.45319681,-79.89109126
